WorkOrderID,AssetID,Plant,Vendor,Department,Priority,Status,Problem,RootCause,Reported,Resolved,BudgetGBP,ActualGBP,Variance,DowntimeHours,LostMWh,Risk,Severity,Compliance,AuditScore,Inspector,AssetAge,ReactorType,InventoryPart,InventoryLevel,ReorderPoint,ProcurementDelay,MaintenanceType,LabourHours,Technicians,RadiationZone,DosemSv,Regulation,FineGBP,ContractValue,PaymentStatus,ForecastCost,FailureCount,InspectionFreqDays,Comments
WO00715,A1165,Torness,Vendor_25,Ops,P3,Closed,Inventory Shortage,Vendor Delay,2022-11-05,2022-11-26,496856,479081,-17775,40.3,354.1,92,Low,Non-Compliant,,EMP202,5,PWR,P1029,125,89,15,Corrective,56.4,3,B,5.79,ONR,4110,190275,Paid,487657,4,180,
WO00716,A1120,Torness,Vendor_23,Ops,P2,Open,Inventory Shortage,Unknown,31/01/2022,2022-03-07,14756,69084,54328,75.5,331.6,92,Critical,Pending,,EMP736,22,PHWR,P1148,-3,17,88,Predictive,15.1,1,C,8.91,ONR,0,617405,Paid,59119,9,180,await docs
WO00717,A1219,Olkiluoto 3,Vendor_26,Maint,P2,In Progress,Sensor Fault,Unknown,2025-03-08,2025-03-20,32935,25609,-7326,12.7,154.6,18,Medium,Compliant,84.0,EMP688,1,PHWR,P1120,68,71,41,Corrective,68.1,8,B,7.83,CNSC,37118,922266,Overdue,31555,6,365,urgent
WO00718,A1121,Bruce A,Vendor_22,Maint,P4,Closed,Sensor Fault,Ageing,2022-10-18,2022-10-24,14679,-10202,-24881,2.9,422.1,11,Low,Non-Compliant,,EMP744,20,PHWR,P1404,449,38,74,Corrective,39.9,1,B,9.08,ONR,0,548773,Pending,3972,7,180,N/A
WO00719,A1065,Torness,Vendor_13,Safety,P5,Closed,Valve Leak,Human Error,31/05/2025,2025-07-29,245840,325901,80061,9.3,540.4,8,High,Non-Compliant,82.0,EMP492,42,PWR,P1201,3,30,27,Emergency,22.5,4,C,12.34,NRC,0,200642,Paid,281598,3,180,N/A
WO00720,A1240,Bruce A,Vendor_23,Maint,P2,Closed,Valve Leak,Human Error,24/01/2022,2022-03-04,314439,380388,65949,35.0,652.5,31,High,Compliant,100.0,EMP188,23,AGR,P1425,-1,75,13,Predictive,46.5,5,C,16.69,NRC,0,886380,Paid,328956,8,90,repeat issue 
WO00721,A1140,Sizewell B,Vendor_30,Engineering,P1,Open,Valve Leak,Human Error,2025-03-25,2025-04-25,249745,233199,-16546,20.1,599.1,12,High,compliant,64.0,EMP993,1,AGR,P1098,141,77,56,Emergency,75.6,5,C,13.62,STUK,0,140017,Overdue,259138,12,30,
WO00722,A1034,Diablo Canyon,Vendor_5,Engineering,P5,In Progress,Pump Failure,Human Error,2025-04-05,2025-05-01,482319,561846,79527,74.5,19.4,44,Low,compliant,,EMP334,40,PWR,P1211,10,76,-1,Predictive,5.5,7,C,14.9,STUK,69690,178534,Paid,466946,10,180,N/A
WO00723,A1255,Olkiluoto 3,Vendor_8,Finance,P3,Open,Valve Leak,Design,12/04/2025,2025-06-04,60153,42444,-17709,26.9,876.8,16,Medium,Compliant,,EMP322,23,BWR,P1169,227,79,78,Preventive,32.8,2,A,3.66,NRC,83674,304941,Pending,81365,6,180,repeat issue 
WO00724,A1099,Sizewell B,Vendor_8,Finance,P5,Closed,Sensor Fault,Ageing,28/02/2025,2025-03-27,106329,122188,15859,47.0,237.4,94,Critical,Pending,58.0,EMP673,22,PWR,P1322,33,46,20,Emergency,58.9,7,C,0.39,ONR,0,120678,Pending,112536,0,90,repeat issue 
WO00725,A1235,Diablo Canyon,Vendor_18,Engineering,P5,In Progress,Inventory Shortage,Design,08/12/2024,2025-01-21,155706,243368,87662,11.1,525.1,6,Medium,Compliant,61.0,EMP898,7,SMR,P1322,289,102,76,Emergency,63.8,1,C,12.47,ONR,0,147655,Overdue,173659,2,365,repeat issue 
WO00726,A1233,Bruce A,Vendor_9,Engineering,P2,Open,Sensor Fault,Design,2023-04-20,2023-05-21,327867,403354,75487,40.9,126.3,62,Medium,Compliant,,EMP537,20,BWR,P1269,151,106,41,Corrective,55.6,1,B,14.61,ONR,0,875676,Pending,310790,12,30,N/A
WO00727,A1022,Bruce A,Vendor_22,Engineering,P2,In Progress,Inspection Overdue,Human Error,20/04/2022,2022-06-01,72017,37086,-34931,45.2,640.0,95,Critical,compliant,100.0,EMP341,4,AGR,P1089,491,16,84,Predictive,44.5,3,A,11.4,NRC,69197,697639,Pending,59317,7,365,N/A
WO00728,A1111,Heysham 1,Vendor_28,Engineering,P4,Cancelled,Valve Leak,Vendor Delay,22/02/2025,2025-04-07,408196,404460,-3736,77.3,205.7,86,High,Non-Compliant,51.0,EMP844,28,AGR,P1385,355,30,84,Corrective,37.5,6,D,9.7,ONR,0,298683,Paid,456359,11,90,await docs
WO00729,A1006,Bruce A,Vendor_27,Maint,P4,Open,Sensor Fault,Design,13/10/2023,2023-10-25,317225,412493,95268,54.1,250.8,80,Medium,Pending,,EMP800,42,PWR,P1299,462,107,14,Predictive,2.1,2,D,12.04,ONR,0,184833,Pending,316576,12,365,repeat issue 
WO00730,A1193,Torness,Vendor_27,Procurement,P3,Closed,Inventory Shortage,Design,27/06/2025,2025-08-09,32392,102412,70020,0.9,44.8,34,Low,Compliant,62.0,EMP214,9,AGR,P1422,500,104,9,Preventive,74.0,8,B,10.81,STUK,22655,482290,Pending,18485,7,90,repeat issue 
WO00731,A1044,Sizewell B,Vendor_12,Procurement,P2,Closed,Pump Failure,Unknown,2023-07-26,2023-09-23,177894,156418,-21476,37.0,431.3,25,Low,Pending,,EMP207,26,AGR,P1386,493,22,60,Predictive,46.3,6,C,11.69,NRC,18904,334080,Overdue,162300,10,90,N/A
WO00732,A1266,Olkiluoto 3,Vendor_6,Maint,P2,Open,Calibration Drift,Unknown,08/08/2023,2023-08-06,241921,256112,14191,64.4,758.0,28,Critical,Non-Compliant,,EMP447,11,PWR,P1057,229,118,2,Emergency,66.7,1,B,16.8,ONR,0,790501,Pending,222526,4,365,N/A
WO00733,A1039,Diablo Canyon,Vendor_4,Engineering,P3,Closed,Calibration Drift,Vendor Delay,2022-10-23,2022-11-20,339282,430003,90721,61.0,637.6,4,High,Pending,,EMP578,22,AGR,P1305,322,74,54,Predictive,74.7,1,A,11.71,CNSC,0,932244,Paid,362485,5,90,urgent
WO00734,A1072,Olkiluoto 3,Vendor_26,Ops,P5,Cancelled,Calibration Drift,Vendor Delay,2022-10-25,2022-11-29,24453,44361,19908,7.0,475.1,48,Medium,compliant,49.0,EMP498,43,PWR,P1194,143,82,72,Predictive,69.0,1,B,16.87,NRC,72123,467900,Pending,13412,8,365,urgent
WO00735,A1244,Sizewell B,Vendor_1,Procurement,P5,In Progress,Inspection Overdue,Design,27/04/2022,2022-05-18,355959,337341,-18618,4.4,497.8,27,Critical,Non-Compliant,,EMP843,11,PHWR,P1379,353,74,26,Corrective,49.2,2,A,10.12,NRC,0,345795,Overdue,391647,0,30,urgent
WO00736,A1256,Bruce A,Vendor_7,Engineering,P5,Closed,Inspection Overdue,Vendor Delay,02/08/2025,,373615,456665,83050,73.9,544.2,47,Critical,Pending,41.0,EMP992,42,SMR,P1386,301,120,8,Emergency,40.1,5,A,16.17,ONR,36512,941759,Paid,413480,7,180,repeat issue 
WO00737,A1002,Torness,Vendor_30,Engineering,P5,In Progress,Calibration Drift,Vendor Delay,07/04/2022,2022-05-26,346223,361140,14917,62.7,887.0,16,High,compliant,99.0,EMP646,45,PHWR,P1392,494,35,55,Emergency,64.7,8,B,17.03,NRC,0,732945,Pending,341810,2,90,await docs
WO00738,A1271,Heysham 1,Vendor_29,Safety,P5,Cancelled,Pump Failure,Design,2025-02-03,2025-03-18,432471,500022,67551,6.1,213.3,84,Medium,compliant,,EMP603,11,PHWR,P1127,223,109,34,Preventive,4.1,4,C,1.05,ONR,66169,249171,Paid,417478,8,30,
WO00739,A1096,Heysham 1,Vendor_24,Safety,P3,In Progress,Inspection Overdue,Unknown,2024-04-25,2024-05-24,24026,47070,23044,78.6,467.8,75,High,Non-Compliant,89.0,EMP668,13,PWR,P1090,248,13,86,Predictive,18.6,2,B,10.74,CNSC,0,749461,Paid,73516,0,90,repeat issue 
WO00740,A1268,Bruce A,Vendor_28,Engineering,P1,Cancelled,Pump Failure,Ageing,2023-09-26,2023-10-13,129656,137887,8231,38.0,130.3,41,Critical,Pending,,EMP161,24,BWR,P1437,338,69,47,Preventive,63.1,8,B,5.51,STUK,0,543966,Overdue,114733,2,365,
WO00741,A1291,Sizewell B,Vendor_17,Maint,P1,Closed,Pump Failure,Human Error,2022-01-08,2022-01-12,480336,536599,56263,45.9,289.6,46,Low,Non-Compliant,72.0,EMP952,17,BWR,P1315,296,11,47,Corrective,51.5,5,D,9.28,NRC,0,618186,Overdue,523404,1,30,
WO00742,A1039,Bruce A,Vendor_7,Procurement,P2,Closed,Valve Leak,Vendor Delay,2023-04-05,2023-04-22,65238,77782,12544,64.1,332.6,85,Critical,Pending,78.0,EMP193,15,BWR,P1043,29,68,14,Emergency,8.1,2,D,4.67,STUK,0,402999,Pending,107083,7,365,urgent
WO00743,A1027,Olkiluoto 3,Vendor_27,Finance,P2,Closed,Valve Leak,Human Error,30/09/2025,2025-11-15,382858,387150,4292,7.0,218.2,22,Medium,compliant,90.0,EMP475,24,BWR,P1054,1,112,29,Emergency,64.5,6,C,8.92,NRC,0,325491,Pending,430280,2,30,
WO00744,A1019,Torness,Vendor_27,Procurement,P1,Cancelled,Valve Leak,Unknown,2024-04-01,2024-05-16,316191,351614,35423,10.7,785.0,4,Critical,compliant,,EMP375,24,PWR,P1170,449,33,90,Corrective,73.8,8,A,9.99,NRC,0,784454,Overdue,316111,0,180,urgent
WO00745,A1067,Diablo Canyon,Vendor_3,Engineering,P5,Open,Sensor Fault,Design,2025-06-25,2025-07-02,43748,106543,62795,90.3,282.2,87,Medium,Pending,99.0,EMP774,44,PHWR,P1133,326,119,40,Predictive,14.9,1,B,7.17,ONR,0,79665,Paid,52118,10,90,repeat issue 
WO00746,A1085,Heysham 1,Vendor_4,Ops,P5,Cancelled,Calibration Drift,Design,20/12/2024,2025-01-26,428010,500423,72413,55.3,523.4,38,Low,compliant,72.0,EMP482,4,SMR,P1071,355,76,87,Emergency,2.5,6,D,5.99,CNSC,75550,768644,Pending,439687,2,90,N/A
WO00747,A1104,Torness,Vendor_26,Maint,P2,Open,Calibration Drift,Unknown,02/11/2024,,396021,497275,101254,35.2,447.3,79,Critical,Non-Compliant,61.0,EMP983,27,PHWR,P1415,422,52,44,Corrective,5.4,6,C,7.13,ONR,67814,799634,Overdue,386318,5,30,
WO00748,A1188,Torness,Vendor_9,Ops,P4,In Progress,Valve Leak,Human Error,2022-02-07,2022-03-21,117608,114752,-2856,45.4,385.5,25,Medium,Non-Compliant,,EMP479,21,PHWR,P1071,262,72,19,Corrective,49.4,4,B,0.79,STUK,0,67472,Overdue,131726,12,365,repeat issue 
WO00749,A1205,Sizewell B,Vendor_16,Ops,P5,Open,Calibration Drift,Vendor Delay,2024-03-21,2024-05-09,270947,330371,59424,82.2,11.7,50,Critical,Pending,64.0,EMP293,24,PWR,P1067,150,87,3,Emergency,27.0,6,C,13.78,STUK,0,312358,Overdue,293724,3,30,await docs
WO00750,A1136,Heysham 1,Vendor_24,Safety,P2,Closed,Valve Leak,Vendor Delay,2024-11-19,2024-11-18,211361,322875,111514,78.9,847.0,19,Critical,Non-Compliant,75.0,EMP680,40,BWR,P1303,118,38,55,Emergency,39.3,2,A,5.92,CNSC,47234,259604,Pending,203337,2,90,await docs
WO00751,A1271,Bruce A,Vendor_21,Procurement,P2,Cancelled,Pump Failure,Ageing,2024-07-14,2024-08-05,361820,428368,66548,76.4,379.2,31,Low,compliant,,EMP706,20,AGR,P1129,167,50,68,Emergency,50.6,1,B,14.34,ONR,0,638327,Pending,385471,1,180,
WO00752,A1286,Olkiluoto 3,Vendor_25,Engineering,P4,Open,Inspection Overdue,Unknown,12/06/2024,2024-07-25,249221,352928,103707,11.2,38.9,13,Critical,Pending,93.0,EMP492,44,SMR,P1268,372,53,61,Corrective,37.0,1,A,4.69,STUK,0,122913,Paid,283432,10,90,await docs
WO00753,A1059,Sizewell B,Vendor_10,Safety,P5,Closed,Sensor Fault,Vendor Delay,01/02/2024,2024-03-05,289497,255442,-34055,61.4,401.9,51,Critical,Compliant,,EMP348,13,BWR,P1429,25,12,85,Preventive,39.2,3,D,10.2,NRC,0,982726,Paid,278060,0,365,urgent
WO00754,A1071,Torness,Vendor_13,Maint,P1,Open,Pump Failure,Unknown,2024-12-06,2025-02-04,408849,434539,25690,31.0,6.7,52,Medium,Non-Compliant,53.0,EMP374,7,SMR,P1321,287,64,23,Preventive,55.9,5,A,3.32,NRC,0,694103,Pending,441963,3,30,N/A
WO00755,A1206,Diablo Canyon,Vendor_18,Procurement,P4,In Progress,Sensor Fault,Unknown,06/06/2022,2022-07-24,257701,219558,-38143,39.7,191.5,57,High,compliant,60.0,EMP440,20,PHWR,P1084,257,85,75,Corrective,40.8,8,B,9.78,NRC,0,424658,Overdue,306870,10,365,repeat issue 
WO00756,A1196,Torness,Vendor_25,Maint,P2,Cancelled,Inspection Overdue,Vendor Delay,21/04/2023,2023-05-18,134004,249295,115291,33.3,666.9,64,Critical,Compliant,,EMP321,26,PWR,P1157,296,32,48,Predictive,32.2,5,C,10.5,CNSC,0,866470,Paid,129942,3,180,urgent
WO00757,A1032,Heysham 1,Vendor_8,Ops,P3,In Progress,Sensor Fault,Unknown,25/04/2024,2024-06-02,265054,247720,-17334,1.2,727.0,71,Medium,compliant,,EMP926,28,PWR,P1105,91,78,87,Emergency,13.3,3,A,13.27,CNSC,0,897905,Overdue,288494,6,30,urgent
WO00758,A1033,Diablo Canyon,Vendor_3,Engineering,P4,Open,Sensor Fault,Vendor Delay,03/01/2025,2025-02-13,278758,333262,54504,61.0,448.7,95,High,Compliant,85.0,EMP658,8,PWR,P1288,407,83,24,Predictive,67.4,3,D,1.11,CNSC,0,320196,Paid,319686,2,30,N/A
WO00759,A1227,Heysham 1,Vendor_13,Procurement,P4,Open,Sensor Fault,Design,2022-05-05,2022-07-03,215467,322007,106540,41.5,481.9,26,Medium,Non-Compliant,72.0,EMP529,28,SMR,P1153,141,86,59,Corrective,70.4,6,A,1.78,NRC,0,376971,Overdue,196763,5,90,
WO00760,A1026,Olkiluoto 3,Vendor_20,Ops,P2,Closed,Valve Leak,Vendor Delay,2025-07-24,2025-08-10,328679,385441,56762,82.7,48.8,10,Critical,Compliant,,EMP861,35,SMR,P1353,99,48,16,Corrective,70.7,8,A,12.29,ONR,0,798060,Overdue,369102,11,30,N/A
WO00761,A1187,Heysham 1,Vendor_6,Ops,P3,Closed,Calibration Drift,Human Error,27/12/2023,2024-02-07,372660,396633,23973,83.1,118.2,53,Critical,Compliant,,EMP625,2,AGR,P1040,106,36,40,Emergency,9.4,7,B,13.09,ONR,45747,131804,Paid,383100,0,180,
WO00762,A1184,Heysham 1,Vendor_26,Ops,P3,In Progress,Calibration Drift,Vendor Delay,2023-02-16,2023-03-02,261975,252290,-9685,88.0,441.8,6,Critical,Pending,,EMP812,23,PWR,P1265,325,11,81,Emergency,37.5,5,B,9.81,STUK,86526,292247,Pending,288134,3,180,N/A
WO00763,A1195,Sizewell B,Vendor_17,Safety,P2,In Progress,Calibration Drift,Vendor Delay,2024-05-27,2024-07-07,400248,478842,78594,35.6,628.3,70,Medium,Pending,,EMP509,35,AGR,P1107,230,120,15,Corrective,50.1,8,A,2.34,ONR,0,34308,Paid,424335,8,90,await docs
WO00764,A1220,Bruce A,Vendor_10,Finance,P1,Open,Valve Leak,Ageing,26/04/2022,2022-06-24,6844,-6628,-13472,76.0,27.0,16,Critical,Non-Compliant,,EMP551,13,SMR,P1201,467,105,4,Preventive,52.3,6,A,8.75,NRC,0,868314,Pending,38693,6,30,
WO00765,A1122,Diablo Canyon,Vendor_6,Engineering,P4,Open,Valve Leak,Unknown,2025-01-05,2025-01-14,59086,137566,78480,53.4,397.6,43,Low,Pending,,EMP834,29,PHWR,P1195,497,33,49,Preventive,59.0,7,C,3.49,NRC,0,952860,Paid,40042,2,90,
WO00766,A1122,Torness,Vendor_29,Procurement,P1,Open,Valve Leak,Vendor Delay,2023-05-20,2023-05-26,118172,101834,-16338,62.9,790.3,8,Critical,Non-Compliant,,EMP302,24,BWR,P1225,380,44,25,Preventive,28.9,7,A,3.42,ONR,0,300677,Paid,137227,12,365,repeat issue 
WO00767,A1252,Heysham 1,Vendor_12,Engineering,P5,Open,Valve Leak,Ageing,2023-06-16,,89771,50631,-39140,0.1,505.6,17,Critical,compliant,89.0,EMP116,33,SMR,P1472,23,64,22,Corrective,7.9,2,B,5.78,CNSC,0,194926,Overdue,84420,6,90,
WO00768,A1280,Bruce A,Vendor_18,Safety,P3,Cancelled,Pump Failure,Human Error,24/04/2024,2024-05-19,142012,120591,-21421,29.6,741.4,89,High,Non-Compliant,,EMP236,21,PHWR,P1439,275,29,3,Emergency,69.5,6,A,17.7,CNSC,0,301248,Overdue,190514,12,90,await docs
WO00769,A1136,Bruce A,Vendor_28,Finance,P1,In Progress,Calibration Drift,Design,2022-09-06,2022-09-25,72395,153739,81344,70.8,833.6,25,Low,compliant,83.0,EMP927,35,PWR,P1148,142,104,10,Predictive,12.9,8,C,15.15,CNSC,0,502902,Paid,54927,5,30,
WO00770,A1080,Diablo Canyon,Vendor_14,Finance,P4,In Progress,Sensor Fault,Design,04/10/2023,2023-10-15,129668,203634,73966,44.5,622.2,31,High,Pending,,EMP526,36,BWR,P1017,54,104,41,Preventive,36.1,1,A,11.17,STUK,0,272477,Paid,113083,1,365,repeat issue 
WO00771,A1032,Heysham 1,Vendor_18,Safety,P3,In Progress,Valve Leak,Unknown,2023-08-19,2023-08-31,158057,263467,105410,0.9,364.7,56,High,Pending,95.0,EMP446,45,BWR,P1316,214,49,76,Corrective,48.0,7,C,3.02,STUK,18796,545522,Pending,180492,1,90,urgent
WO00772,A1089,Sizewell B,Vendor_22,Ops,P1,Closed,Valve Leak,Human Error,2022-10-21,2022-12-06,404347,392017,-12330,55.2,899.8,14,Critical,Non-Compliant,,EMP561,29,SMR,P1146,454,51,29,Corrective,19.3,4,B,14.65,NRC,0,517630,Pending,444388,2,180,
WO00773,A1154,Olkiluoto 3,Vendor_17,Finance,P4,Open,Inspection Overdue,Unknown,2022-03-12,2022-04-27,295264,389405,94141,44.2,553.9,74,Low,Non-Compliant,,EMP389,26,PHWR,P1408,8,10,77,Predictive,23.9,4,D,4.91,NRC,0,88620,Pending,293667,0,90,
WO00774,A1015,Bruce A,Vendor_18,Safety,P5,Open,Sensor Fault,Ageing,2022-11-13,2022-11-26,167218,130417,-36801,66.4,250.6,80,Low,Non-Compliant,89.0,EMP508,13,SMR,P1175,292,21,68,Emergency,51.2,6,A,2.05,ONR,0,380721,Overdue,168173,9,365,await docs
WO00775,A1275,Heysham 1,Vendor_20,Safety,P3,Cancelled,Pump Failure,Human Error,2023-04-27,,186498,209190,22692,89.3,154.9,8,High,Non-Compliant,,EMP648,18,AGR,P1190,466,22,87,Predictive,66.6,5,D,10.14,STUK,0,382165,Paid,171852,11,90,N/A
WO00776,A1176,Heysham 1,Vendor_22,Engineering,P2,Cancelled,Calibration Drift,Unknown,11/03/2023,,453744,487446,33702,9.9,260.8,69,Critical,Non-Compliant,58.0,EMP177,27,AGR,P1436,375,103,10,Preventive,35.5,3,D,3.34,CNSC,0,214057,Paid,493440,7,365,N/A
WO00777,A1160,Diablo Canyon,Vendor_21,Safety,P1,In Progress,Inspection Overdue,Human Error,2023-12-12,2024-01-09,429642,457497,27855,2.2,779.0,16,Critical,Pending,51.0,EMP306,21,BWR,P1233,449,93,86,Emergency,52.0,6,A,14.83,ONR,0,744343,Paid,412169,10,90,urgent
WO00778,A1132,Diablo Canyon,Vendor_9,Procurement,P4,In Progress,Sensor Fault,Ageing,23/02/2023,2023-02-22,113279,222110,108831,21.9,283.7,32,High,Compliant,96.0,EMP641,42,PWR,P1349,101,98,5,Corrective,58.4,5,B,17.43,CNSC,0,940150,Pending,107926,9,90,N/A
WO00779,A1136,Diablo Canyon,Vendor_1,Ops,P5,Cancelled,Sensor Fault,Vendor Delay,14/01/2022,2022-02-01,179311,170991,-8320,19.6,46.1,70,Medium,compliant,,EMP576,17,SMR,P1167,115,28,59,Predictive,67.9,7,A,13.37,STUK,0,227436,Overdue,166039,12,90,repeat issue 
WO00780,A1275,Heysham 1,Vendor_16,Safety,P4,Closed,Pump Failure,Human Error,2022-05-13,2022-07-01,139795,182372,42577,28.8,644.2,35,Low,Compliant,56.0,EMP600,27,PWR,P1318,241,86,11,Preventive,30.4,8,C,7.39,CNSC,0,301109,Paid,153708,12,90,
WO00781,A1141,Bruce A,Vendor_9,Finance,P2,In Progress,Pump Failure,Human Error,11/04/2025,2025-05-10,402033,485536,83503,66.0,686.4,9,Low,Pending,61.0,EMP592,36,SMR,P1407,105,110,55,Predictive,65.0,5,C,0.47,NRC,0,308053,Overdue,416530,0,365,await docs
WO00782,A1215,Torness,Vendor_30,Finance,P2,In Progress,Pump Failure,Vendor Delay,2024-02-07,2024-03-01,380384,393219,12835,3.9,247.1,37,Medium,Non-Compliant,,EMP193,13,PWR,P1492,61,88,62,Corrective,74.8,6,B,0.04,CNSC,0,907091,Paid,393121,6,180,await docs
WO00783,A1181,Diablo Canyon,Vendor_25,Ops,P4,Open,Pump Failure,Design,2022-08-25,2022-10-16,437849,464837,26988,95.1,897.1,26,Low,compliant,,EMP603,13,PHWR,P1383,146,102,73,Preventive,4.6,4,D,16.76,ONR,0,186427,Overdue,470876,4,90,repeat issue 
WO00784,A1084,Bruce A,Vendor_24,Maint,P5,Open,Inspection Overdue,Vendor Delay,30/03/2022,2022-05-27,475822,549969,74147,34.4,859.1,26,High,Compliant,47.0,EMP199,26,PWR,P1067,382,85,36,Predictive,73.9,1,C,9.38,ONR,0,931626,Overdue,469553,4,180,N/A
WO00785,A1102,Heysham 1,Vendor_2,Maint,P3,Cancelled,Inventory Shortage,Ageing,17/01/2025,,475821,569232,93411,17.6,640.2,33,Medium,Pending,91.0,EMP385,16,PWR,P1335,69,28,32,Corrective,78.4,5,A,4.63,CNSC,83538,226559,Pending,518008,2,180,urgent
WO00786,A1237,Torness,Vendor_24,Engineering,P2,Cancelled,Inspection Overdue,Human Error,2024-08-29,2024-08-31,169163,173546,4383,80.5,850.8,24,Critical,Non-Compliant,77.0,EMP328,36,BWR,P1063,39,113,89,Corrective,4.6,1,D,9.34,NRC,0,250053,Paid,193517,10,180,urgent
WO00787,A1163,Olkiluoto 3,Vendor_16,Safety,P1,Cancelled,Sensor Fault,Design,06/09/2024,2024-10-22,49608,105737,56129,59.9,87.0,79,Medium,Non-Compliant,91.0,EMP931,24,AGR,P1197,459,54,38,Corrective,69.3,1,A,1.6,STUK,0,424342,Paid,66211,10,180,repeat issue 
WO00788,A1184,Sizewell B,Vendor_21,Engineering,P1,In Progress,Pump Failure,Unknown,2024-09-15,2024-09-22,131465,237847,106382,53.4,133.4,55,Low,Pending,,EMP293,19,SMR,P1089,221,39,73,Predictive,35.5,1,A,16.57,NRC,0,669729,Paid,152301,11,30,urgent
WO00789,A1027,Sizewell B,Vendor_14,Procurement,P4,In Progress,Pump Failure,Vendor Delay,22/09/2024,2024-10-10,294334,390895,96561,2.1,456.7,49,High,Non-Compliant,67.0,EMP521,44,PHWR,P1173,294,92,35,Predictive,64.9,7,C,3.81,STUK,0,441753,Pending,340060,2,90,N/A
WO00790,A1253,Diablo Canyon,Vendor_26,Engineering,P2,Open,Inventory Shortage,Vendor Delay,22/07/2023,2023-08-23,7285,107259,99974,39.9,632.7,44,High,Pending,,EMP569,26,AGR,P1055,415,93,23,Corrective,50.6,5,A,15.96,STUK,62743,974370,Paid,42578,12,365,await docs
WO00791,A1057,Heysham 1,Vendor_12,Safety,P4,Cancelled,Inventory Shortage,Ageing,09/11/2022,2022-11-09,49779,34329,-15450,83.0,305.0,5,Medium,compliant,,EMP673,22,PHWR,P1030,354,99,90,Preventive,43.3,6,C,6.96,ONR,0,367461,Paid,41943,9,30,urgent
WO00792,A1092,Olkiluoto 3,Vendor_28,Procurement,P2,Cancelled,Inspection Overdue,Unknown,2023-10-17,2023-12-03,420428,499442,79014,75.1,858.1,3,Low,compliant,,EMP666,24,AGR,P1482,158,111,44,Corrective,43.5,1,B,1.63,CNSC,0,223376,Paid,411326,5,30,repeat issue 
WO00793,A1124,Bruce A,Vendor_10,Maint,P2,Cancelled,Sensor Fault,Human Error,2022-07-07,2022-07-31,84611,98592,13981,11.0,669.9,22,Low,Pending,84.0,EMP228,30,PHWR,P1450,196,95,84,Emergency,5.9,7,D,6.09,CNSC,0,848229,Paid,92074,6,180,
WO00794,A1253,Diablo Canyon,Vendor_20,Ops,P5,Open,Sensor Fault,Unknown,2025-10-05,2025-11-20,377271,493624,116353,80.9,535.0,76,Low,Compliant,58.0,EMP474,9,PWR,P1083,5,71,59,Corrective,79.0,3,B,6.14,NRC,0,294782,Pending,391027,12,90,await docs
WO00795,A1273,Diablo Canyon,Vendor_16,Maint,P2,In Progress,Pump Failure,Human Error,23/05/2025,2025-07-08,14260,99630,85370,81.4,640.4,3,Low,Non-Compliant,,EMP901,40,BWR,P1375,37,33,42,Emergency,67.4,2,B,9.85,STUK,0,267121,Paid,56647,11,90,
WO00796,A1053,Bruce A,Vendor_8,Procurement,P3,In Progress,Inspection Overdue,Vendor Delay,10/10/2023,2023-12-02,369244,378151,8907,16.2,169.4,62,Low,Compliant,51.0,EMP733,10,PWR,P1481,80,36,37,Emergency,18.2,3,C,7.59,CNSC,0,355461,Pending,365454,7,365,urgent
WO00797,A1244,Olkiluoto 3,Vendor_27,Engineering,P2,Closed,Calibration Drift,Human Error,2024-12-17,2024-12-17,104362,84259,-20103,7.5,280.2,9,Low,compliant,58.0,EMP554,14,BWR,P1497,131,17,2,Preventive,55.6,3,D,17.48,CNSC,71320,843602,Paid,150536,9,30,N/A
WO00798,A1169,Heysham 1,Vendor_3,Maint,P4,Closed,Pump Failure,Human Error,2025-03-22,2025-04-25,79054,147239,68185,73.5,1.7,68,Medium,Pending,,EMP851,13,SMR,P1296,172,72,32,Preventive,23.8,3,C,8.83,STUK,0,406886,Overdue,71908,4,90,
WO00799,A1049,Sizewell B,Vendor_21,Procurement,P4,Cancelled,Valve Leak,Vendor Delay,2025-10-22,2025-11-12,347440,436788,89348,8.3,545.7,71,Medium,Non-Compliant,45.0,EMP202,28,PHWR,P1470,187,119,-2,Emergency,35.5,6,A,1.72,NRC,0,877844,Paid,349078,3,365,
WO00800,A1093,Bruce A,Vendor_25,Ops,P1,Cancelled,Sensor Fault,Design,07/12/2023,2023-12-31,152313,270718,118405,37.9,574.9,59,Low,Non-Compliant,,EMP996,26,PWR,P1271,290,28,55,Preventive,55.4,1,B,15.89,CNSC,0,870287,Overdue,135591,6,90,await docs
WO00801,A1106,Olkiluoto 3,Vendor_13,Safety,P5,Closed,Pump Failure,Ageing,07/11/2024,2024-12-22,17891,5469,-12422,80.2,386.0,59,High,compliant,,EMP139,24,BWR,P1173,488,106,40,Predictive,34.6,3,C,16.84,NRC,0,807004,Pending,22068,7,30,await docs
WO00802,A1152,Bruce A,Vendor_3,Engineering,P1,Cancelled,Sensor Fault,Vendor Delay,2025-10-23,2025-11-30,477915,497614,19699,69.5,679.0,66,Medium,Compliant,,EMP943,20,PHWR,P1225,113,118,60,Preventive,46.0,4,B,8.38,NRC,0,388309,Paid,465047,12,180,
